amount,due_date,paid_date,status,tenant_profile_id,suite_id
1200,3323-01-06,,DUE,15802,15902
1500,3323-02-05,,DUE,15803,15903
1000,3323-03-07,3323-03-17,PAID,15804,15904
1000,3323-04-06,,DUE,15805,15905
1200,3323-05-06,,DUE,15806,15906
1000,3323-06-05,,DUE,15807,15907
1200,3323-07-05,,DUE,15808,15908
1000,3323-08-04,3323-08-13,PAID,15809,15909
1000,3323-09-03,3323-09-09,PAID,15810,15910
1200,3323-10-03,,DUE,15811,15911
1500,3323-11-02,3323-11-03,PAID,15812,15912
1200,3323-12-02,,DUE,15813,15913
1500,3324-01-01,3324-01-11,PAID,15814,15914
1200,3324-01-31,,DUE,15815,15915
1200,3324-03-01,3324-03-11,PAID,15816,15916
1000,3324-03-31,3324-04-10,PAID,15817,15917
1500,3324-04-30,,DUE,15818,15918
1200,3324-05-30,,DUE,15819,15919
1000,3324-06-29,3324-07-01,PAID,15820,15920
1000,3324-07-29,,DUE,15821,15921
1000,3324-08-28,,DUE,15822,15922
1000,3324-09-27,3324-09-30,PAID,15823,15923
1000,3324-10-27,3324-11-01,PAID,15824,15924
1200,3324-11-26,3324-12-05,PAID,15825,15925
1500,3324-12-26,,DUE,15826,15926
1000,3325-01-25,,DUE,15827,15927
1200,3325-02-24,,DUE,15828,15928
1200,3325-03-26,,DUE,15829,15929
1500,3325-04-25,3325-05-03,PAID,15830,15930
1000,3325-05-25,3325-05-29,PAID,15831,15931
1200,3325-06-24,3325-06-27,PAID,15832,15932
1200,3325-07-24,3325-07-30,PAID,15833,15933
1200,3325-08-23,,DUE,15834,15934
1500,3325-09-22,,DUE,15835,15935
1500,3325-10-22,3325-11-01,PAID,15836,15936
1200,3325-11-21,3325-11-26,PAID,15837,15937
1000,3325-12-21,3325-12-30,PAID,15838,15938
1000,3326-01-20,,DUE,15839,15939
1500,3326-02-19,,DUE,15840,15940
1200,3326-03-21,3326-03-30,PAID,15841,15941
1500,3326-04-20,3326-04-22,PAID,15842,15942
1200,3326-05-20,,DUE,15843,15943
1200,3326-06-19,3326-06-28,PAID,15844,15944
1200,3326-07-19,3326-07-20,PAID,15845,15945
1200,3326-08-18,3326-08-20,PAID,15846,15946
1000,3326-09-17,3326-09-23,PAID,15847,15947
1000,3326-10-17,,DUE,15848,15948
1500,3326-11-16,3326-11-25,PAID,15849,15949
1500,3326-12-16,3326-12-22,PAID,15850,15950
1200,3327-01-15,3327-01-23,PAID,15851,15951
1500,3327-02-14,,DUE,15852,15952
1200,3327-03-16,3327-03-22,PAID,15853,15953
1200,3327-04-15,3327-04-23,PAID,15854,15954
1200,3327-05-15,3327-05-18,PAID,15855,15955
1500,3327-06-14,,DUE,15856,15956
1000,3327-07-14,3327-07-21,PAID,15857,15957
1000,3327-08-13,3327-08-14,PAID,15858,15958
1500,3327-09-12,,DUE,15859,15959
1500,3327-10-12,,DUE,15860,15960
1500,3327-11-11,3327-11-19,PAID,15861,15961
1000,3327-12-11,3327-12-17,PAID,15862,15962
1000,3328-01-10,,DUE,15863,15963
1000,3328-02-09,3328-02-16,PAID,15864,15964
1200,3328-03-10,,DUE,15865,15965
1000,3328-04-09,,DUE,15866,15966
1500,3328-05-09,,DUE,15867,15967
1000,3328-06-08,3328-06-12,PAID,15868,15968
1500,3328-07-08,,DUE,15869,15969
1500,3328-08-07,3328-08-16,PAID,15870,15970
1500,3328-09-06,,DUE,15871,15971
1500,3328-10-06,3328-10-16,PAID,15872,15972
1500,3328-11-05,3328-11-09,PAID,15873,15973
1000,3328-12-05,3328-12-13,PAID,15874,15974
1500,3329-01-04,3329-01-11,PAID,15875,15975
1500,3329-02-03,3329-02-08,PAID,15876,15976
1000,3329-03-05,3329-03-13,PAID,15877,15977
1200,3329-04-04,3329-04-09,PAID,15878,15978
1500,3329-05-04,3329-05-05,PAID,15879,15979
1500,3329-06-03,3329-06-09,PAID,15880,15980
1500,3329-07-03,3329-07-08,PAID,15881,15981
1500,3329-08-02,3329-08-12,PAID,15882,15982
1000,3329-09-01,,DUE,15883,15983
1000,3329-10-01,3329-10-06,PAID,15884,15984
1500,3329-10-31,,DUE,15885,15985
1000,3329-11-30,,DUE,15886,15986
1200,3329-12-30,3330-01-09,PAID,15887,15987
1500,3330-01-29,3330-02-04,PAID,15888,15988
1000,3330-02-28,3330-03-06,PAID,15889,15989
1200,3330-03-30,3330-04-08,PAID,15890,15990
1000,3330-04-29,3330-05-08,PAID,15891,15991
1000,3330-05-29,3330-06-01,PAID,15892,15992
1000,3330-06-28,,DUE,15893,15993
1000,3330-07-28,3330-08-04,PAID,15894,15994
1200,3330-08-27,,DUE,15895,15995
1200,3330-09-26,3330-09-29,PAID,15896,15996
1000,3330-10-26,,DUE,15897,15997
1500,3330-11-25,3330-12-02,PAID,15898,15998
1200,3330-12-25,3331-01-03,PAID,15899,15999
1000,3331-01-24,3331-01-31,PAID,15900,16000
1000,3331-02-23,,DUE,15901,16001
1200,3331-03-25,,DUE,15902,16002
1000,3331-04-24,,DUE,15903,16003
1200,3331-05-24,,DUE,15904,16004
1500,3331-06-23,3331-07-02,PAID,15905,16005
1500,3331-07-23,3331-07-24,PAID,15906,16006
1000,3331-08-22,3331-08-23,PAID,15907,16007
1200,3331-09-21,,DUE,15908,16008
1200,3331-10-21,,DUE,15909,16009
1200,3331-11-20,3331-11-25,PAID,15910,16010
1000,3331-12-20,3331-12-26,PAID,15911,16011
1500,3332-01-19,3332-01-20,PAID,15912,16012
1200,3332-02-18,,DUE,15913,16013
1000,3332-03-19,,DUE,15914,16014
1200,3332-04-18,,DUE,15915,16015
1200,3332-05-18,,DUE,15916,16016
1500,3332-06-17,3332-06-19,PAID,15917,16017
1000,3332-07-17,3332-07-27,PAID,15918,16018
1500,3332-08-16,,DUE,15919,16019
1000,3332-09-15,,DUE,15920,16020
1000,3332-10-15,3332-10-21,PAID,15921,16021
1200,3332-11-14,,DUE,15922,16022
1500,3332-12-14,,DUE,15923,16023
1000,3333-01-13,,DUE,15924,16024
1500,3333-02-12,,DUE,15925,16025
1000,3333-03-14,3333-03-24,PAID,15926,16026
1000,3333-04-13,3333-04-22,PAID,15927,16027
1200,3333-05-13,,DUE,15928,16028
1000,3333-06-12,3333-06-20,PAID,15929,16029
1500,3333-07-12,3333-07-19,PAID,15930,16030
1500,3333-08-11,,DUE,15931,16031
1000,3333-09-10,,DUE,15932,16032
1200,3333-10-10,,DUE,15933,16033
1500,3333-11-09,3333-11-19,PAID,15934,16034
1200,3333-12-09,,DUE,15935,16035
1000,3334-01-08,3334-01-13,PAID,15936,16036
1000,3334-02-07,,DUE,15937,16037
1200,3334-03-09,3334-03-17,PAID,15938,16038
1000,3334-04-08,3334-04-09,PAID,15939,16039
1000,3334-05-08,,DUE,15940,16040
1200,3334-06-07,,DUE,15941,16041
1500,3334-07-07,,DUE,15942,16042
1200,3334-08-06,3334-08-11,PAID,15943,16043
1000,3334-09-05,,DUE,15944,16044
1500,3334-10-05,,DUE,15945,16045
1500,3334-11-04,3334-11-12,PAID,15946,16046
1500,3334-12-04,,DUE,15947,16047
1200,3335-01-03,,DUE,15948,16048
1200,3335-02-02,,DUE,15949,16049
1000,3335-03-04,3335-03-10,PAID,15950,16050
1200,3335-04-03,,DUE,15951,16051
1200,3335-05-03,3335-05-07,PAID,15952,16052
1200,3335-06-02,3335-06-09,PAID,15953,16053
1500,3335-07-02,,DUE,15954,16054
1000,3335-08-01,,DUE,15955,16055
1200,3335-08-31,,DUE,15956,16056
1000,3335-09-30,,DUE,15957,16057
1200,3335-10-30,,DUE,15958,16058
1500,3335-11-29,3335-12-02,PAID,15959,16059
1500,3335-12-29,3335-12-31,PAID,15960,16060
1500,3336-01-28,3336-02-03,PAID,15961,16061
1500,3336-02-27,3336-03-05,PAID,15962,16062
1200,3336-03-28,,DUE,15963,16063
1000,3336-04-27,,DUE,15964,16064
1000,3336-05-27,,DUE,15965,16065
1200,3336-06-26,,DUE,15966,16066
1000,3336-07-26,3336-07-31,PAID,15967,16067
1200,3336-08-25,3336-08-26,PAID,15968,16068
1200,3336-09-24,,DUE,15969,16069
1000,3336-10-24,3336-11-01,PAID,15970,16070
1000,3336-11-23,,DUE,15971,16071
1000,3336-12-23,,DUE,15972,16072
1000,3337-01-22,,DUE,15973,16073
1500,3337-02-21,3337-02-26,PAID,15974,16074
1500,3337-03-23,,DUE,15975,16075
1000,3337-04-22,3337-05-02,PAID,15976,16076
1000,3337-05-22,3337-05-31,PAID,15977,16077
1500,3337-06-21,3337-07-01,PAID,15978,16078
1500,3337-07-21,,DUE,15979,16079
1000,3337-08-20,3337-08-28,PAID,15980,16080
1000,3337-09-19,3337-09-25,PAID,15981,16081
1200,3337-10-19,3337-10-27,PAID,15982,16082
1200,3337-11-18,3337-11-21,PAID,15983,16083
1500,3337-12-18,,DUE,15984,16084
1200,3338-01-17,,DUE,15985,16085
1200,3338-02-16,,DUE,15986,16086
1000,3338-03-18,,DUE,15987,16087
1200,3338-04-17,,DUE,15988,16088
1000,3338-05-17,,DUE,15989,16089
1000,3338-06-16,3338-06-19,PAID,15990,16090
1000,3338-07-16,3338-07-18,PAID,15991,16091
1500,3338-08-15,,DUE,15992,16092
1500,3338-09-14,,DUE,15993,16093
1000,3338-10-14,,DUE,15994,16094
1000,3338-11-13,,DUE,15995,16095
1500,3338-12-13,3338-12-15,PAID,15996,16096
1000,3339-01-12,3339-01-22,PAID,15997,16097
1000,3339-02-11,3339-02-18,PAID,15998,16098
1000,3339-03-13,,DUE,15999,16099
1200,3339-04-12,3339-04-19,PAID,16000,16100
1200,3339-05-12,3339-05-13,PAID,16001,16101
1200,3339-06-11,,DUE,16002,16102
1000,3339-07-11,,DUE,16003,16103
1200,3339-08-10,3339-08-16,PAID,16004,16104
1000,3339-09-09,,DUE,16005,16105
1200,3339-10-09,,DUE,16006,16106
1000,3339-11-08,3339-11-11,PAID,16007,16107
1200,3339-12-08,3339-12-17,PAID,16008,16108
1500,3340-01-07,3340-01-14,PAID,16009,16109
1000,3340-02-06,3340-02-14,PAID,16010,16110
1500,3340-03-07,3340-03-15,PAID,16011,16111
1200,3340-04-06,,DUE,16012,16112
1200,3340-05-06,3340-05-15,PAID,16013,16113
1000,3340-06-05,,DUE,16014,16114
1500,3340-07-05,,DUE,16015,16115
1200,3340-08-04,,DUE,16016,16116
1200,3340-09-03,3340-09-13,PAID,16017,16117
1200,3340-10-03,3340-10-11,PAID,16018,16118
1200,3340-11-02,,DUE,16019,16119
1200,3340-12-02,,DUE,16020,16120
1000,3341-01-01,,DUE,16021,16121
1000,3341-01-31,3341-02-08,PAID,16022,16122
1000,3341-03-02,3341-03-05,PAID,16023,16123
1000,3341-04-01,3341-04-11,PAID,16024,16124
1200,3341-05-01,,DUE,16025,16125
1200,3341-05-31,3341-06-04,PAID,16026,16126
1500,3341-06-30,3341-07-03,PAID,16027,16127
1000,3341-07-30,,DUE,16028,16128
1200,3341-08-29,,DUE,16029,16129
1000,3341-09-28,,DUE,16030,16130
1000,3341-10-28,,DUE,16031,16131
1200,3341-11-27,,DUE,16032,16132
1200,3341-12-27,3342-01-03,PAID,16033,16133
1000,3342-01-26,,DUE,16034,16134
1200,3342-02-25,,DUE,16035,16135
1200,3342-03-27,,DUE,16036,16136
1200,3342-04-26,,DUE,16037,16137
1000,3342-05-26,,DUE,16038,16138
1200,3342-06-25,,DUE,16039,16139
1200,3342-07-25,,DUE,16040,16140
1000,3342-08-24,,DUE,16041,16141
1200,3342-09-23,3342-09-24,PAID,16042,16142
1000,3342-10-23,3342-10-29,PAID,16043,16143
1000,3342-11-22,3342-11-27,PAID,16044,16144
1200,3342-12-22,,DUE,16045,16145
1000,3343-01-21,3343-01-31,PAID,16046,16146
1200,3343-02-20,,DUE,16047,16147
1500,3343-03-22,,DUE,16048,16148
1500,3343-04-21,3343-04-26,PAID,16049,16149
1200,3343-05-21,3343-05-26,PAID,16050,16150
1000,3343-06-20,3343-06-29,PAID,16051,16151
1200,3343-07-20,,DUE,16052,16152
1000,3343-08-19,,DUE,16053,16153
1000,3343-09-18,,DUE,16054,16154
1500,3343-10-18,,DUE,16055,16155
1000,3343-11-17,3343-11-18,PAID,16056,16156
1500,3343-12-17,,DUE,16057,16157
1200,3344-01-16,3344-01-23,PAID,16058,16158
1000,3344-02-15,3344-02-19,PAID,16059,16159
1200,3344-03-16,3344-03-23,PAID,16060,16160
1200,3344-04-15,,DUE,16061,16161
1500,3344-05-15,,DUE,16062,16162
1500,3344-06-14,3344-06-20,PAID,16063,16163
1200,3344-07-14,3344-07-21,PAID,16064,16164
1200,3344-08-13,,DUE,16065,16165
1200,3344-09-12,,DUE,16066,16166
1500,3344-10-12,3344-10-21,PAID,16067,16167
1500,3344-11-11,3344-11-18,PAID,16068,16168
1000,3344-12-11,3344-12-13,PAID,16069,16169
1200,3345-01-10,3345-01-18,PAID,16070,16170
1500,3345-02-09,3345-02-15,PAID,16071,16171
1000,3345-03-11,,DUE,16072,16172
1200,3345-04-10,,DUE,16073,16173
1500,3345-05-10,,DUE,16074,16174
1500,3345-06-09,3345-06-11,PAID,16075,16175
1200,3345-07-09,3345-07-14,PAID,16076,16176
1000,3345-08-08,3345-08-13,PAID,16077,16177
1500,3345-09-07,3345-09-08,PAID,16078,16178
1200,3345-10-07,,DUE,16079,16179
1200,3345-11-06,,DUE,16080,16180
1200,3345-12-06,3345-12-14,PAID,16081,16181
1000,3346-01-05,,DUE,16082,16182
1000,3346-02-04,,DUE,16083,16183
1500,3346-03-06,3346-03-08,PAID,16084,16184
1000,3346-04-05,3346-04-10,PAID,16085,16185
1000,3346-05-05,,DUE,16086,16186
1200,3346-06-04,,DUE,16087,16187
1500,3346-07-04,,DUE,16088,16188
1000,3346-08-03,,DUE,16089,16189
1000,3346-09-02,,DUE,16090,16190
1000,3346-10-02,3346-10-04,PAID,16091,16191
1500,3346-11-01,3346-11-05,PAID,16092,16192
1500,3346-12-01,,DUE,16093,16193
1000,3346-12-31,3347-01-01,PAID,16094,16194
1500,3347-01-30,,DUE,16095,16195
1200,3347-03-01,,DUE,16096,16196
1500,3347-03-31,3347-04-02,PAID,16097,16197
1000,3347-04-30,,DUE,16098,16198
1000,3347-05-30,3347-06-01,PAID,16099,16199
1200,3347-06-29,,DUE,16100,16200
1500,3347-07-29,,DUE,16101,16201
1500,3347-08-28,,DUE,16102,16202
1200,3347-09-27,,DUE,16103,16203
1500,3347-10-27,,DUE,16104,16204
1000,3347-11-26,,DUE,16105,16205
1500,3347-12-26,,DUE,16106,16206
1000,3348-01-25,,DUE,16107,16207
1500,3348-02-24,3348-02-29,PAID,16108,16208
1500,3348-03-25,,DUE,16109,16209
1200,3348-04-24,,DUE,16110,16210
1500,3348-05-24,,DUE,16111,16211
1500,3348-06-23,3348-06-30,PAID,16112,16212
1000,3348-07-23,3348-07-27,PAID,16113,16213
1200,3348-08-22,3348-08-25,PAID,16114,16214
1200,3348-09-21,3348-09-22,PAID,16115,16215
1000,3348-10-21,3348-10-23,PAID,16116,16216
1200,3348-11-20,3348-11-24,PAID,16117,16217
1200,3348-12-20,,DUE,16118,16218
1200,3349-01-19,3349-01-22,PAID,16119,16219
1500,3349-02-18,3349-02-25,PAID,16120,16220
1500,3349-03-20,3349-03-22,PAID,16121,16221
1200,3349-04-19,,DUE,16122,16222
1500,3349-05-19,,DUE,16123,16223
1000,3349-06-18,,DUE,16124,16224
1200,3349-07-18,,DUE,16125,16225
1500,3349-08-17,,DUE,16126,16226
1500,3349-09-16,3349-09-21,PAID,16127,16227
1200,3349-10-16,,DUE,16128,16228
1000,3349-11-15,3349-11-20,PAID,16129,16229
1500,3349-12-15,,DUE,16130,16230
1200,3350-01-14,3350-01-19,PAID,16131,16231
1200,3350-02-13,3350-02-15,PAID,16132,16232
1200,3350-03-15,,DUE,16133,16233
1000,3350-04-14,3350-04-22,PAID,16134,16234
1200,3350-05-14,3350-05-23,PAID,16135,16235
1500,3350-06-13,,DUE,16136,16236
1200,3350-07-13,3350-07-15,PAID,16137,16237
1200,3350-08-12,3350-08-18,PAID,16138,16238
1500,3350-09-11,3350-09-21,PAID,16139,16239
1500,3350-10-11,3350-10-17,PAID,16140,16240
1000,3350-11-10,3350-11-13,PAID,16141,16241
1200,3350-12-10,3350-12-15,PAID,16142,16242
1000,3351-01-09,3351-01-11,PAID,16143,16243
1200,3351-02-08,,DUE,16144,16244
1000,3351-03-10,,DUE,16145,16245
1000,3351-04-09,3351-04-16,PAID,16146,16246
1200,3351-05-09,3351-05-12,PAID,16147,16247
1000,3351-06-08,3351-06-11,PAID,16148,16248
1200,3351-07-08,,DUE,16149,16249
1000,3351-08-07,,DUE,16150,16250
1500,3351-09-06,3351-09-08,PAID,16151,16251
1000,3351-10-06,,DUE,16152,16252
1000,3351-11-05,3351-11-13,PAID,16153,16253
1000,3351-12-05,,DUE,16154,16254
1500,3352-01-04,3352-01-08,PAID,16155,16255
1200,3352-02-03,,DUE,16156,16256
1500,3352-03-04,3352-03-12,PAID,16157,16257
1000,3352-04-03,3352-04-04,PAID,16158,16258
1500,3352-05-03,,DUE,16159,16259
1200,3352-06-02,,DUE,16160,16260
1500,3352-07-02,,DUE,16161,16261
1500,3352-08-01,,DUE,16162,16262
1200,3352-08-31,3352-09-02,PAID,16163,16263
1500,3352-09-30,3352-10-07,PAID,16164,16264
1500,3352-10-30,,DUE,16165,16265
1000,3352-11-29,3352-12-03,PAID,16166,16266
1200,3352-12-29,3353-01-07,PAID,16167,16267
1200,3353-01-28,,DUE,16168,16268
1000,3353-02-27,,DUE,16169,16269
1000,3353-03-29,3353-04-05,PAID,16170,16270
1200,3353-04-28,,DUE,16171,16271
1500,3353-05-28,,DUE,16172,16272
1000,3353-06-27,,DUE,16173,16273
1000,3353-07-27,3353-07-28,PAID,16174,16274
1000,3353-08-26,3353-09-03,PAID,16175,16275
1500,3353-09-25,3353-09-30,PAID,16176,16276
1200,3353-10-25,3353-10-26,PAID,16177,16277
1500,3353-11-24,3353-11-26,PAID,16178,16278
1000,3353-12-24,,DUE,16179,16279
1500,3354-01-23,3354-02-02,PAID,16180,16280
1500,3354-02-22,3354-02-23,PAID,16181,16281
1500,3354-03-24,,DUE,16182,16282
1500,3354-04-23,,DUE,16183,16283
1200,3354-05-23,3354-06-02,PAID,16184,16284
1200,3354-06-22,,DUE,16185,16285
1500,3354-07-22,3354-08-01,PAID,16186,16286
1500,3354-08-21,3354-08-31,PAID,16187,16287
1200,3354-09-20,,DUE,16188,16288
1000,3354-10-20,,DUE,16189,16289
1000,3354-11-19,,DUE,16190,16290
1200,3354-12-19,3354-12-22,PAID,16191,16291
1000,3355-01-18,,DUE,16192,16292
1000,3355-02-17,,DUE,16193,16293
1500,3355-03-19,3355-03-20,PAID,16194,16294
1200,3355-04-18,,DUE,16195,16295
1500,3355-05-18,,DUE,16196,16296
1200,3355-06-17,3355-06-27,PAID,16197,16297
1000,3355-07-17,3355-07-18,PAID,16198,16298
1200,3355-08-16,3355-08-25,PAID,16199,16299
1200,3355-09-15,,DUE,16200,16300
1500,3355-10-15,3355-10-17,PAID,16201,16301
1000,3355-11-14,,DUE,16202,16302
1200,3355-12-14,3355-12-17,PAID,16203,16303
1500,3356-01-13,,DUE,16204,16304
1200,3356-02-12,3356-02-14,PAID,16205,16305
1000,3356-03-13,,DUE,16206,16306
1000,3356-04-12,3356-04-14,PAID,16207,16307
1000,3356-05-12,,DUE,16208,16308
1500,3356-06-11,,DUE,16209,16309
1500,3356-07-11,,DUE,16210,16310
1000,3356-08-10,3356-08-11,PAID,16211,16311
1200,3356-09-09,,DUE,16212,16312
1200,3356-10-09,,DUE,16213,16313
1200,3356-11-08,,DUE,16214,16314
1200,3356-12-08,,DUE,16215,16315
1200,3357-01-07,3357-01-09,PAID,16216,16316
1200,3357-02-06,,DUE,16217,16317
1500,3357-03-08,,DUE,16218,16318
1000,3357-04-07,3357-04-14,PAID,16219,16319
1500,3357-05-07,,DUE,16220,16320
1200,3357-06-06,3357-06-07,PAID,16221,16321
1200,3357-07-06,,DUE,16222,16322
1200,3357-08-05,3357-08-15,PAID,16223,16323
1500,3357-09-04,,DUE,16224,16324
1200,3357-10-04,3357-10-13,PAID,16225,16325
1000,3357-11-03,3357-11-07,PAID,16226,16326
1200,3357-12-03,3357-12-10,PAID,16227,16327
1500,3358-01-02,,DUE,16228,16328
1200,3358-02-01,3358-02-04,PAID,16229,16329
1000,3358-03-03,,DUE,16230,16330
1200,3358-04-02,3358-04-04,PAID,16231,16331
1000,3358-05-02,,DUE,16232,16332
1200,3358-06-01,,DUE,16233,16333
1200,3358-07-01,3358-07-07,PAID,16234,16334
1000,3358-07-31,,DUE,16235,16335
1500,3358-08-30,3358-09-09,PAID,16236,16336
1200,3358-09-29,3358-10-03,PAID,16237,16337
1200,3358-10-29,,DUE,16238,16338
1500,3358-11-28,3358-12-04,PAID,16239,16339
1200,3358-12-28,,DUE,16240,16340
1200,3359-01-27,,DUE,16241,16341
1200,3359-02-26,3359-02-27,PAID,16242,16342
1200,3359-03-28,3359-04-07,PAID,16243,16343
1500,3359-04-27,,DUE,16244,16344
1500,3359-05-27,3359-06-01,PAID,16245,16345
1000,3359-06-26,3359-07-03,PAID,16246,16346
1200,3359-07-26,3359-08-05,PAID,16247,16347
1200,3359-08-25,3359-08-31,PAID,16248,16348
1200,3359-09-24,,DUE,16249,16349
1200,3359-10-24,,DUE,16250,16350
1200,3359-11-23,3359-12-03,PAID,16251,16351
1200,3359-12-23,3359-12-29,PAID,16252,16352
1000,3360-01-22,3360-02-01,PAID,16253,16353
1000,3360-02-21,,DUE,16254,16354
1200,3360-03-22,3360-03-31,PAID,16255,16355
1200,3360-04-21,3360-04-26,PAID,16256,16356
1000,3360-05-21,3360-05-30,PAID,16257,16357
1200,3360-06-20,3360-06-25,PAID,16258,16358
1500,3360-07-20,,DUE,16259,16359
1200,3360-08-19,,DUE,16260,16360
1000,3360-09-18,,DUE,16261,16361
1000,3360-10-18,,DUE,16262,16362
1200,3360-11-17,,DUE,16263,16363
1500,3360-12-17,3360-12-27,PAID,16264,16364
1200,3361-01-16,3361-01-26,PAID,16265,16365
1200,3361-02-15,3361-02-16,PAID,16266,16366
1200,3361-03-17,3361-03-22,PAID,16267,16367
1500,3361-04-16,3361-04-20,PAID,16268,16368
1000,3361-05-16,,DUE,16269,16369
1500,3361-06-15,,DUE,16270,16370
1500,3361-07-15,,DUE,16271,16371
1200,3361-08-14,,DUE,16272,16372
1200,3361-09-13,3361-09-22,PAID,16273,16373
1000,3361-10-13,3361-10-16,PAID,16274,16374
1500,3361-11-12,,DUE,16275,16375
1200,3361-12-12,,DUE,16276,16376
1500,3362-01-11,3362-01-12,PAID,16277,16377
1500,3362-02-10,,DUE,16278,16378
1200,3362-03-12,,DUE,16279,16379
1200,3362-04-11,,DUE,16280,16380
1500,3362-05-11,,DUE,16281,16381
1200,3362-06-10,3362-06-19,PAID,16282,16382
1500,3362-07-10,3362-07-19,PAID,16283,16383
1500,3362-08-09,3362-08-12,PAID,16284,16384
1200,3362-09-08,,DUE,16285,16385
1500,3362-10-08,,DUE,16286,16386
1000,3362-11-07,3362-11-12,PAID,16287,16387
1200,3362-12-07,,DUE,16288,16388
1000,3363-01-06,,DUE,16289,16389
1500,3363-02-05,,DUE,16290,16390
1000,3363-03-07,3363-03-14,PAID,16291,16391
1000,3363-04-06,3363-04-12,PAID,16292,16392
1500,3363-05-06,3363-05-14,PAID,16293,16393
1200,3363-06-05,3363-06-15,PAID,16294,16394
1500,3363-07-05,,DUE,16295,16395
1200,3363-08-04,3363-08-13,PAID,16296,16396
1500,3363-09-03,,DUE,16297,16397
1200,3363-10-03,3363-10-08,PAID,16298,16398
1000,3363-11-02,3363-11-08,PAID,16299,16399
1500,3363-12-02,,DUE,16300,16400
1500,3364-01-01,3364-01-10,PAID,16301,16401
1200,3364-01-31,3364-02-02,PAID,16302,16402
1000,3364-03-01,3364-03-08,PAID,16303,16403
1500,3364-03-31,3364-04-09,PAID,16304,16404
1000,3364-04-30,,DUE,16305,16405
1200,3364-05-30,3364-06-05,PAID,16306,16406
1200,3364-06-29,,DUE,16307,16407
1000,3364-07-29,3364-08-06,PAID,16308,16408
1200,3364-08-28,,DUE,16309,16409
1000,3364-09-27,3364-10-03,PAID,16310,16410
1500,3364-10-27,,DUE,16311,16411
1000,3364-11-26,,DUE,16312,16412
1000,3364-12-26,3364-12-29,PAID,16313,16413
1000,3365-01-25,,DUE,16314,16414
1000,3365-02-24,3365-03-06,PAID,16315,16415
1000,3365-03-26,,DUE,16316,16416
1500,3365-04-25,,DUE,16317,16417
1500,3365-05-25,3365-06-04,PAID,16318,16418
1000,3365-06-24,3365-07-04,PAID,16319,16419
1500,3365-07-24,,DUE,16320,16420
1500,3365-08-23,,DUE,16321,16421
1500,3365-09-22,3365-09-24,PAID,16322,16422
1500,3365-10-22,,DUE,16323,16423
1000,3365-11-21,3365-12-01,PAID,16324,16424
1200,3365-12-21,,DUE,16325,16425
1500,3366-01-20,,DUE,16326,16426
1200,3366-02-19,,DUE,16327,16427
1500,3366-03-21,,DUE,16328,16428
1500,3366-04-20,,DUE,16329,16429
1500,3366-05-20,,DUE,16330,16430
1200,3366-06-19,3366-06-28,PAID,16331,16431
1000,3366-07-19,3366-07-26,PAID,16332,16432
1200,3366-08-18,3366-08-21,PAID,16333,16433
1200,3366-09-17,,DUE,16334,16434
1200,3366-10-17,,DUE,16335,16435
1500,3366-11-16,,DUE,16336,16436
1000,3366-12-16,,DUE,16337,16437
1000,3367-01-15,,DUE,16338,16438
1500,3367-02-14,3367-02-18,PAID,16339,16439
1000,3367-03-16,,DUE,16340,16440
1500,3367-04-15,,DUE,16341,16441
1500,3367-05-15,3367-05-21,PAID,16342,16442
1000,3367-06-14,,DUE,16343,16443
1000,3367-07-14,,DUE,16344,16444
1500,3367-08-13,,DUE,16345,16445
1200,3367-09-12,,DUE,16346,16446
1500,3367-10-12,,DUE,16347,16447
1000,3367-11-11,,DUE,16348,16448
1000,3367-12-11,3367-12-15,PAID,16349,16449
1000,3368-01-10,3368-01-15,PAID,16350,16450
1200,3368-02-09,3368-02-17,PAID,16351,16451
1200,3368-03-10,,DUE,16352,16452
1200,3368-04-09,,DUE,16353,16453
1200,3368-05-09,,DUE,16354,16454
1500,3368-06-08,3368-06-17,PAID,16355,16455
1200,3368-07-08,3368-07-15,PAID,16356,16456
1500,3368-08-07,,DUE,16357,16457
1200,3368-09-06,3368-09-12,PAID,16358,16458
1500,3368-10-06,3368-10-10,PAID,16359,16459
1200,3368-11-05,,DUE,16360,16460
1000,3368-12-05,,DUE,16361,16461
1000,3369-01-04,,DUE,16362,16462
1200,3369-02-03,,DUE,16363,16463
1200,3369-03-05,,DUE,16364,16464
1500,3369-04-04,,DUE,16365,16465
1200,3369-05-04,,DUE,16366,16466
1000,3369-06-03,3369-06-07,PAID,16367,16467
1500,3369-07-03,3369-07-10,PAID,16368,16468
1200,3369-08-02,3369-08-04,PAID,16369,16469
1200,3369-09-01,3369-09-02,PAID,16370,16470
1500,3369-10-01,3369-10-07,PAID,16371,16471
1500,3369-10-31,3369-11-01,PAID,16372,16472
1500,3369-11-30,3369-12-07,PAID,16373,16473
1500,3369-12-30,3369-12-31,PAID,16374,16474
1500,3370-01-29,3370-02-07,PAID,16375,16475
1200,3370-02-28,,DUE,16376,16476
1000,3370-03-30,,DUE,16377,16477
1200,3370-04-29,3370-05-08,PAID,16378,16478
1200,3370-05-29,3370-06-05,PAID,16379,16479
1500,3370-06-28,,DUE,16380,16480
1500,3370-07-28,3370-08-02,PAID,16381,16481
1500,3370-08-27,3370-08-28,PAID,16382,16482
1500,3370-09-26,,DUE,16383,16483
1200,3370-10-26,,DUE,16384,16484
